target,location,truth_date,year_week,value
hospital admissions,IT,2021-05-16,2021-W19,3564
hospital admissions,IT,2021-05-09,2021-W18,4859
hospital admissions,IT,2021-05-02,2021-W17,6045
hospital admissions,IT,2021-04-25,2021-W16,7111
hospital admissions,IT,2021-04-18,2021-W15,7868
hospital admissions,IT,2021-04-11,2021-W14,9600
hospital admissions,IT,2021-04-04,2021-W13,11787
hospital admissions,IT,2021-03-28,2021-W12,12442
hospital admissions,IT,2021-03-21,2021-W11,13198
hospital admissions,IT,2021-03-14,2021-W10,12646
hospital admissions,IT,2021-03-07,2021-W09,10960
hospital admissions,IT,2021-02-28,2021-W08,8842
hospital admissions,IT,2021-02-21,2021-W07,6971
hospital admissions,IT,2021-02-14,2021-W06,6519
hospital admissions,IT,2021-02-07,2021-W05,6745
hospital admissions,IT,2021-01-31,2021-W04,6840
hospital admissions,IT,2021-01-24,2021-W03,7405
hospital admissions,IT,2021-01-17,2021-W02,8615
hospital admissions,IT,2021-01-10,2021-W01,9445
hospital admissions,IT,2021-01-03,2020-W53,9308
hospital admissions,IT,2020-12-27,2020-W52,8410
hospital admissions,IT,2020-12-20,2020-W51,8725
hospital admissions,IT,2020-12-13,2020-W50,9335
hospital admissions,IT,2020-12-06,2020-W49,10690
hospital admissions,IT,2020-11-29,2020-W48,12405
hospital admissions,IT,2020-11-22,2020-W47,15261
hospital admissions,IT,2020-11-15,2020-W46,17148
hospital admissions,IT,2020-11-08,2020-W45,17413
hospital admissions,IT,2020-11-01,2020-W44,14437
hospital admissions,IT,2020-10-25,2020-W43,10727
hospital admissions,IT,2020-10-18,2020-W42,6551
hospital admissions,IT,2020-10-11,2020-W41,3770
hospital admissions,IT,2020-10-04,2020-W40,2300
hospital admissions,IT,2020-09-27,2020-W39,1785
hospital admissions,IT,2020-09-20,2020-W38,1595
hospital admissions,IT,2020-09-13,2020-W37,1408
hospital admissions,IT,2020-09-06,2020-W36,1170
hospital admissions,IT,2020-08-30,2020-W35,1001
hospital admissions,IT,2020-08-23,2020-W34,816
hospital admissions,IT,2020-08-16,2020-W33,617
hospital admissions,IT,2020-08-09,2020-W32,588
hospital admissions,IT,2020-08-02,2020-W31,541
hospital admissions,IT,2020-07-26,2020-W30,563
hospital admissions,IT,2020-07-19,2020-W29,529
hospital admissions,IT,2020-07-12,2020-W28,519
hospital admissions,IT,2020-07-05,2020-W27,561
hospital admissions,IT,2020-06-28,2020-W26,593
hospital admissions,IT,2020-06-21,2020-W25,583
hospital admissions,LV,2025-04-06,2025-W14,35
hospital admissions,LV,2025-03-30,2025-W13,31
hospital admissions,LV,2025-03-23,2025-W12,29
hospital admissions,LV,2025-03-16,2025-W11,27
hospital admissions,LV,2025-03-09,2025-W10,45
hospital admissions,LV,2025-03-02,2025-W09,20
hospital admissions,LV,2025-02-23,2025-W08,27
hospital admissions,LV,2025-02-16,2025-W07,27
hospital admissions,LV,2025-02-09,2025-W06,26
hospital admissions,LV,2025-02-02,2025-W05,38
hospital admissions,LV,2025-01-26,2025-W04,39
hospital admissions,LV,2025-01-19,2025-W03,26
hospital admissions,LV,2025-01-12,2025-W02,42
hospital admissions,LV,2025-01-05,2025-W01,34
hospital admissions,LV,2024-12-29,2024-W52,53
hospital admissions,LV,2024-12-22,2024-W51,56
hospital admissions,LV,2024-12-15,2024-W50,40
hospital admissions,LV,2024-12-08,2024-W49,40
hospital admissions,LV,2024-12-01,2024-W48,37
hospital admissions,LV,2024-11-24,2024-W47,34
hospital admissions,LV,2024-11-17,2024-W46,54
hospital admissions,LV,2024-11-10,2024-W45,45
hospital admissions,LV,2024-11-03,2024-W44,63
hospital admissions,LV,2024-10-27,2024-W43,84
hospital admissions,LV,2024-10-20,2024-W42,77
hospital admissions,LV,2024-10-13,2024-W41,64
hospital admissions,LV,2024-10-06,2024-W40,81
hospital admissions,LV,2024-04-14,2024-W15,9
hospital admissions,LV,2024-04-07,2024-W14,18
hospital admissions,LV,2024-03-31,2024-W13,20
hospital admissions,LV,2024-03-24,2024-W12,17
hospital admissions,LV,2023-11-26,2023-W47,272
hospital admissions,LV,2023-11-19,2023-W46,226
hospital admissions,LV,2023-11-12,2023-W45,217
hospital admissions,LV,2023-11-05,2023-W44,213
hospital admissions,LV,2023-10-29,2023-W43,154
hospital admissions,LV,2023-10-22,2023-W42,87
hospital admissions,LV,2023-10-15,2023-W41,42
hospital admissions,LV,2023-10-08,2023-W40,34
hospital admissions,LV,2023-10-01,2023-W39,53
hospital admissions,LV,2023-09-24,2023-W38,57
hospital admissions,LV,2023-09-17,2023-W37,51
hospital admissions,LV,2023-09-10,2023-W36,41
hospital admissions,LV,2023-09-03,2023-W35,37
hospital admissions,LV,2023-08-27,2023-W34,22
hospital admissions,LV,2023-08-20,2023-W33,17
hospital admissions,LV,2023-08-13,2023-W32,14
hospital admissions,LV,2023-08-06,2023-W31,9
hospital admissions,LV,2023-07-30,2023-W30,24
hospital admissions,LV,2023-07-23,2023-W29,21
hospital admissions,LV,2023-07-16,2023-W28,14
hospital admissions,LV,2023-07-09,2023-W27,14
hospital admissions,LV,2023-07-02,2023-W26,16
hospital admissions,LV,2023-06-25,2023-W25,28
hospital admissions,LV,2023-06-18,2023-W24,32
hospital admissions,LV,2023-06-11,2023-W23,76
hospital admissions,LV,2023-06-04,2023-W22,77
hospital admissions,LV,2023-05-28,2023-W21,81
hospital admissions,LV,2023-05-21,2023-W20,64
hospital admissions,LV,2023-05-14,2023-W19,83
hospital admissions,LV,2023-05-07,2023-W18,110
hospital admissions,LV,2023-04-30,2023-W17,94
hospital admissions,LV,2023-04-23,2023-W16,132
hospital admissions,LV,2023-04-16,2023-W15,231
hospital admissions,LV,2023-04-09,2023-W14,155
hospital admissions,LV,2023-04-02,2023-W13,225
hospital admissions,LV,2023-03-26,2023-W12,144
hospital admissions,LV,2023-03-19,2023-W11,189
hospital admissions,LV,2023-03-12,2023-W10,149
hospital admissions,LV,2023-03-05,2023-W09,134
hospital admissions,LV,2023-02-26,2023-W08,115
hospital admissions,LV,2023-02-19,2023-W07,134
hospital admissions,LV,2023-02-12,2023-W06,128
hospital admissions,LV,2023-02-05,2023-W05,120
hospital admissions,LV,2023-01-29,2023-W04,145
hospital admissions,LV,2023-01-22,2023-W03,125
hospital admissions,LV,2023-01-15,2023-W02,165
hospital admissions,LV,2023-01-08,2023-W01,213
hospital admissions,LV,2023-01-01,2022-W52,319
hospital admissions,LV,2022-12-25,2022-W51,347
hospital admissions,LV,2022-12-18,2022-W50,383
hospital admissions,LV,2022-12-11,2022-W49,390
hospital admissions,LV,2022-12-04,2022-W48,273
hospital admissions,LV,2022-11-27,2022-W47,196
hospital admissions,LV,2022-11-20,2022-W46,144
hospital admissions,LV,2022-11-13,2022-W45,156
hospital admissions,LV,2022-11-06,2022-W44,158
hospital admissions,LV,2022-10-30,2022-W43,232
hospital admissions,LV,2022-10-23,2022-W42,200
hospital admissions,LV,2022-10-16,2022-W41,308
hospital admissions,LV,2022-10-09,2022-W40,388
hospital admissions,LV,2022-10-02,2022-W39,372
hospital admissions,LV,2022-09-25,2022-W38,407
hospital admissions,LV,2022-09-18,2022-W37,306
hospital admissions,LV,2022-09-11,2022-W36,238
hospital admissions,LV,2022-09-04,2022-W35,186
hospital admissions,LV,2022-08-28,2022-W34,203
hospital admissions,LV,2022-08-21,2022-W33,230
hospital admissions,LV,2022-08-14,2022-W32,299
hospital admissions,LV,2022-08-07,2022-W31,203
hospital admissions,LV,2022-07-31,2022-W30,174
hospital admissions,LV,2022-07-24,2022-W29,209
hospital admissions,LV,2022-07-17,2022-W28,151
hospital admissions,LV,2022-07-10,2022-W27,138
hospital admissions,LV,2022-07-03,2022-W26,145
hospital admissions,LV,2022-06-26,2022-W25,91
hospital admissions,LV,2022-06-19,2022-W24,99
hospital admissions,LV,2022-06-12,2022-W23,94
hospital admissions,LV,2022-06-05,2022-W22,63
hospital admissions,LV,2022-05-29,2022-W21,111
hospital admissions,LV,2022-05-22,2022-W20,125
hospital admissions,LV,2022-05-15,2022-W19,128
hospital admissions,LV,2022-05-08,2022-W18,166
hospital admissions,LV,2022-05-01,2022-W17,196
hospital admissions,LV,2022-04-24,2022-W16,241
hospital admissions,LV,2022-04-17,2022-W15,333
hospital admissions,LV,2022-04-10,2022-W14,457
hospital admissions,LV,2022-04-03,2022-W13,656
hospital admissions,LV,2022-03-27,2022-W12,854
hospital admissions,LV,2022-03-20,2022-W11,817
hospital admissions,LV,2022-03-13,2022-W10,963
hospital admissions,LV,2022-03-06,2022-W09,1003
hospital admissions,LV,2022-02-27,2022-W08,1077
hospital admissions,LV,2022-02-20,2022-W07,1083
hospital admissions,LV,2022-02-13,2022-W06,1046
hospital admissions,LV,2022-02-06,2022-W05,888
hospital admissions,LV,2022-01-30,2022-W04,791
hospital admissions,LV,2022-01-23,2022-W03,580
hospital admissions,LV,2022-01-16,2022-W02,468
hospital admissions,LV,2022-01-09,2022-W01,458
hospital admissions,LV,2022-01-02,2021-W52,367
hospital admissions,LV,2021-12-26,2021-W51,347
hospital admissions,LV,2021-12-19,2021-W50,379
hospital admissions,LV,2021-12-12,2021-W49,308
hospital admissions,LV,2021-12-05,2021-W48,443
hospital admissions,LV,2021-11-28,2021-W47,535
hospital admissions,LV,2021-11-21,2021-W46,609
hospital admissions,LV,2021-11-14,2021-W45,810
hospital admissions,LV,2021-11-07,2021-W44,1167
hospital admissions,LV,2021-10-31,2021-W43,1186
hospital admissions,LV,2021-10-24,2021-W42,1207
hospital admissions,LV,2021-10-17,2021-W41,976
hospital admissions,LV,2021-10-10,2021-W40,676
hospital admissions,LV,2021-10-03,2021-W39,468
hospital admissions,LV,2021-09-26,2021-W38,343
hospital admissions,LV,2021-09-19,2021-W37,288
hospital admissions,LV,2021-09-12,2021-W36,219
hospital admissions,LV,2021-09-05,2021-W35,142
hospital admissions,LV,2021-08-29,2021-W34,140
hospital admissions,LV,2021-08-22,2021-W33,44
hospital admissions,LV,2021-08-15,2021-W32,47
hospital admissions,LV,2021-08-08,2021-W31,45
hospital admissions,LV,2021-08-01,2021-W30,34
hospital admissions,LV,2021-07-25,2021-W29,25
hospital admissions,LV,2021-07-18,2021-W28,41
hospital admissions,LV,2021-07-11,2021-W27,48
hospital admissions,LV,2021-07-04,2021-W26,49
hospital admissions,LV,2021-06-27,2021-W25,89
hospital admissions,LV,2021-06-20,2021-W24,133
hospital admissions,LV,2021-06-13,2021-W23,184
hospital admissions,LV,2021-06-06,2021-W22,208
hospital admissions,LV,2021-05-30,2021-W21,269
hospital admissions,LV,2021-05-23,2021-W20,361
hospital admissions,LV,2021-05-16,2021-W19,460
hospital admissions,LV,2021-05-09,2021-W18,459
hospital admissions,LV,2021-05-02,2021-W17,461
hospital admissions,LV,2021-04-25,2021-W16,484
hospital admissions,LV,2021-04-18,2021-W15,436
hospital admissions,LV,2021-04-11,2021-W14,430
hospital admissions,LV,2021-04-04,2021-W13,431
hospital admissions,LV,2021-03-28,2021-W12,521
hospital admissions,LV,2021-03-21,2021-W11,419
hospital admissions,LV,2021-03-14,2021-W10,375
hospital admissions,LV,2021-03-07,2021-W09,519
hospital admissions,LV,2021-02-28,2021-W08,489
hospital admissions,LV,2021-02-21,2021-W07,497
hospital admissions,LV,2021-02-14,2021-W06,571
hospital admissions,LV,2021-02-07,2021-W05,644
hospital admissions,LV,2021-01-31,2021-W04,708
hospital admissions,LV,2021-01-24,2021-W03,748
hospital admissions,LV,2021-01-17,2021-W02,809
hospital admissions,LV,2021-01-10,2021-W01,938
hospital admissions,LV,2021-01-03,2020-W53,842
hospital admissions,LV,2020-12-27,2020-W52,801
hospital admissions,LV,2020-12-20,2020-W51,753
hospital admissions,LV,2020-12-13,2020-W50,650
hospital admissions,LV,2020-12-06,2020-W49,510
hospital admissions,LV,2020-11-29,2020-W48,483
hospital admissions,LV,2020-11-22,2020-W47,328
hospital admissions,LV,2020-11-15,2020-W46,281
hospital admissions,LV,2020-11-08,2020-W45,217
hospital admissions,LV,2020-11-01,2020-W44,196
hospital admissions,LV,2020-10-25,2020-W43,124
hospital admissions,LV,2020-10-18,2020-W42,52
hospital admissions,LV,2020-10-11,2020-W41,49
hospital admissions,LV,2020-10-04,2020-W40,26
hospital admissions,LV,2020-09-27,2020-W39,6
hospital admissions,LV,2020-09-20,2020-W38,7
hospital admissions,LV,2020-09-13,2020-W37,6
hospital admissions,LV,2020-09-06,2020-W36,5
hospital admissions,LV,2020-08-30,2020-W35,4
hospital admissions,LV,2020-08-23,2020-W34,5
hospital admissions,LV,2020-08-16,2020-W33,2
hospital admissions,LV,2020-08-09,2020-W32,5
hospital admissions,LV,2020-08-02,2020-W31,2
hospital admissions,LV,2020-07-26,2020-W30,1
hospital admissions,LV,2020-07-19,2020-W29,1
hospital admissions,LV,2020-07-12,2020-W28,1
hospital admissions,LV,2020-07-05,2020-W27,1
hospital admissions,LV,2020-06-28,2020-W26,2
hospital admissions,LV,2020-06-21,2020-W25,4
hospital admissions,LI,2023-02-12,2023-W06,0
hospital admissions,LI,2023-02-05,2023-W05,0
hospital admissions,LI,2023-01-29,2023-W04,0
hospital admissions,LI,2023-01-22,2023-W03,0
hospital admissions,LI,2023-01-15,2023-W02,0
hospital admissions,LI,2023-01-08,2023-W01,0
hospital admissions,LI,2023-01-01,2022-W52,1
hospital admissions,LI,2022-12-25,2022-W51,4
hospital admissions,LI,2022-12-18,2022-W50,2
hospital admissions,LI,2022-12-11,2022-W49,0
hospital admissions,LI,2022-12-04,2022-W48,0
hospital admissions,LI,2022-11-27,2022-W47,1
hospital admissions,LI,2022-11-20,2022-W46,1
hospital admissions,LI,2022-11-13,2022-W45,0
hospital admissions,LI,2022-11-06,2022-W44,1
hospital admissions,LI,2022-10-30,2022-W43,1
hospital admissions,LI,2022-10-23,2022-W42,2
hospital admissions,LI,2022-10-16,2022-W41,2
hospital admissions,LI,2022-10-09,2022-W40,0
hospital admissions,LI,2022-10-02,2022-W39,4
hospital admissions,LI,2022-09-25,2022-W38,0
hospital admissions,LI,2022-09-18,2022-W37,0
hospital admissions,LI,2022-09-11,2022-W36,2
hospital admissions,LI,2022-09-04,2022-W35,2
hospital admissions,LI,2022-08-28,2022-W34,1
hospital admissions,LI,2022-08-21,2022-W33,1
hospital admissions,LI,2022-08-14,2022-W32,0
hospital admissions,LI,2022-08-07,2022-W31,0
hospital admissions,LI,2022-07-31,2022-W30,2
hospital admissions,LI,2022-07-24,2022-W29,1
hospital admissions,LI,2022-07-17,2022-W28,0
hospital admissions,LI,2022-07-10,2022-W27,2
hospital admissions,LI,2022-07-03,2022-W26,2
hospital admissions,LI,2022-06-26,2022-W25,1
hospital admissions,LI,2022-06-19,2022-W24,2
hospital admissions,LI,2022-06-12,2022-W23,2
hospital admissions,LI,2022-06-05,2022-W22,1
hospital admissions,LT,2025-04-06,2025-W14,11
hospital admissions,LT,2025-03-30,2025-W13,22
hospital admissions,LT,2025-03-23,2025-W12,11
hospital admissions,LT,2025-03-16,2025-W11,15
hospital admissions,LT,2025-03-09,2025-W10,11
hospital admissions,LT,2025-03-02,2025-W09,18
hospital admissions,LT,2025-02-23,2025-W08,16
hospital admissions,LT,2025-02-16,2025-W07,13
hospital admissions,LT,2025-02-09,2025-W06,15
hospital admissions,LT,2025-02-02,2025-W05,8
hospital admissions,LT,2025-01-26,2025-W04,16
hospital admissions,LT,2025-01-19,2025-W03,42
hospital admissions,LT,2025-01-12,2025-W02,50
hospital admissions,LT,2025-01-05,2025-W01,42
hospital admissions,LT,2024-12-29,2024-W52,54
hospital admissions,LT,2024-12-22,2024-W51,49
hospital admissions,LT,2024-12-15,2024-W50,62
hospital admissions,LT,2024-12-08,2024-W49,41
hospital admissions,LT,2024-12-01,2024-W48,30
hospital admissions,LT,2024-11-24,2024-W47,62
hospital admissions,LT,2024-11-17,2024-W46,73
hospital admissions,LT,2024-11-10,2024-W45,72
hospital admissions,LT,2024-11-03,2024-W44,50
hospital admissions,LT,2024-10-27,2024-W43,84
hospital admissions,LT,2024-10-20,2024-W42,86
hospital admissions,LT,2024-10-13,2024-W41,85
hospital admissions,LT,2024-10-06,2024-W40,90
hospital admissions,LT,2024-05-19,2024-W20,15
hospital admissions,LT,2024-05-12,2024-W19,14
hospital admissions,LT,2024-05-05,2024-W18,15
hospital admissions,LT,2024-04-28,2024-W17,18
hospital admissions,LT,2024-04-21,2024-W16,20
hospital admissions,LT,2024-04-14,2024-W15,22
hospital admissions,LT,2024-04-07,2024-W14,19
hospital admissions,LT,2024-03-31,2024-W13,22
hospital admissions,LT,2024-03-24,2024-W12,28
hospital admissions,LT,2024-03-17,2024-W11,28
hospital admissions,LT,2024-03-10,2024-W10,31
hospital admissions,LT,2024-03-03,2024-W09,27
hospital admissions,LT,2024-02-25,2024-W08,30
hospital admissions,LT,2024-02-18,2024-W07,43
hospital admissions,LT,2024-02-11,2024-W06,51
hospital admissions,LT,2024-02-04,2024-W05,48
hospital admissions,LT,2024-01-28,2024-W04,92
hospital admissions,LT,2024-01-21,2024-W03,68
hospital admissions,LT,2023-12-10,2023-W49,0
hospital admissions,LT,2023-12-03,2023-W48,146
hospital admissions,LT,2023-11-26,2023-W47,123
hospital admissions,LT,2023-11-19,2023-W46,118
hospital admissions,LT,2023-11-12,2023-W45,120
hospital admissions,LT,2023-11-05,2023-W44,100
hospital admissions,LT,2023-10-29,2023-W43,74
hospital admissions,LT,2023-10-22,2023-W42,46
hospital admissions,LT,2023-10-15,2023-W41,47
hospital admissions,LT,2023-10-08,2023-W40,49
hospital admissions,LT,2023-10-01,2023-W39,45
hospital admissions,LT,2023-09-24,2023-W38,38
hospital admissions,LT,2023-09-17,2023-W37,35
hospital admissions,LT,2023-09-10,2023-W36,36
hospital admissions,LT,2023-09-03,2023-W35,35
hospital admissions,LT,2023-08-27,2023-W34,20
hospital admissions,LT,2023-08-20,2023-W33,16
hospital admissions,LT,2023-08-13,2023-W32,17
hospital admissions,LT,2023-08-06,2023-W31,13
hospital admissions,LT,2023-07-30,2023-W30,14
hospital admissions,LT,2023-07-23,2023-W29,14
hospital admissions,LT,2023-07-16,2023-W28,15
hospital admissions,LT,2023-07-09,2023-W27,22
hospital admissions,LT,2023-07-02,2023-W26,235
hospital admissions,LT,2023-06-25,2023-W25,310
hospital admissions,LT,2023-06-18,2023-W24,351
hospital admissions,LT,2023-06-11,2023-W23,313
hospital admissions,LT,2023-06-04,2023-W22,372
hospital admissions,LT,2023-05-28,2023-W21,435
hospital admissions,LT,2023-05-21,2023-W20,186
hospital admissions,LT,2023-05-14,2023-W19,441
hospital admissions,LT,2023-05-07,2023-W18,507
hospital admissions,LT,2023-04-30,2023-W17,514
hospital admissions,LT,2023-04-23,2023-W16,661
hospital admissions,LT,2023-04-16,2023-W15,667
hospital admissions,LT,2023-04-09,2023-W14,621
hospital admissions,LT,2023-04-02,2023-W13,716
hospital admissions,LT,2023-03-26,2023-W12,847
hospital admissions,LT,2023-03-19,2023-W11,880
hospital admissions,LT,2023-03-12,2023-W10,871
hospital admissions,LT,2023-03-05,2023-W09,867
hospital admissions,LT,2023-02-26,2023-W08,660
hospital admissions,LT,2023-02-19,2023-W07,826
hospital admissions,LT,2023-02-12,2023-W06,856
hospital admissions,LT,2023-02-05,2023-W05,760
hospital admissions,LT,2023-01-29,2023-W04,726
hospital admissions,LT,2023-01-22,2023-W03,912
hospital admissions,LT,2023-01-15,2023-W02,4321
hospital admissions,LT,2023-01-08,2023-W01,3986
hospital admissions,LT,2023-01-01,2022-W52,3668
hospital admissions,LT,2022-12-25,2022-W51,900
hospital admissions,LT,2022-12-18,2022-W50,572
hospital admissions,LT,2022-12-11,2022-W49,613
hospital admissions,LT,2022-12-04,2022-W48,2154
hospital admissions,LT,2022-11-27,2022-W47,2679
hospital admissions,LT,2022-11-20,2022-W46,4389
hospital admissions,LT,2022-11-13,2022-W45,4058
hospital admissions,LT,2022-11-06,2022-W44,3898
hospital admissions,LT,2022-10-30,2022-W43,4178
hospital admissions,LT,2022-10-23,2022-W42,4239
hospital admissions,LT,2022-10-16,2022-W41,4174
hospital admissions,LT,2022-10-09,2022-W40,3878
hospital admissions,LT,2022-10-02,2022-W39,4934
hospital admissions,LT,2022-09-25,2022-W38,6115
hospital admissions,LT,2022-09-18,2022-W37,6385
hospital admissions,LT,2022-09-11,2022-W36,4111
hospital admissions,LT,2022-09-04,2022-W35,3724
hospital admissions,LT,2022-08-28,2022-W34,4770
hospital admissions,LT,2022-08-21,2022-W33,5531
hospital admissions,LT,2022-08-14,2022-W32,7633
hospital admissions,LT,2022-08-07,2022-W31,7419
hospital admissions,LT,2022-07-31,2022-W30,6665
hospital admissions,LT,2022-07-24,2022-W29,5545
hospital admissions,LT,2022-07-17,2022-W28,4004
hospital admissions,LT,2022-07-10,2022-W27,2458
hospital admissions,LT,2022-07-03,2022-W26,2209
hospital admissions,LT,2022-06-26,2022-W25,1378
hospital admissions,LT,2022-06-19,2022-W24,1051
hospital admissions,LT,2022-06-12,2022-W23,916
hospital admissions,LT,2022-06-05,2022-W22,740
hospital admissions,LT,2022-05-29,2022-W21,787
hospital admissions,LT,2022-05-22,2022-W20,848
hospital admissions,LT,2022-05-15,2022-W19,990
hospital admissions,LT,2022-05-08,2022-W18,921
hospital admissions,LT,2022-05-01,2022-W17,1316
hospital admissions,LT,2022-04-24,2022-W16,6018
hospital admissions,LT,2022-04-17,2022-W15,3236
hospital admissions,LT,2022-04-10,2022-W14,4307
hospital admissions,LT,2022-04-03,2022-W13,7262
hospital admissions,LT,2022-03-27,2022-W12,10735
hospital admissions,LT,2022-03-20,2022-W11,17765
hospital admissions,LT,2022-03-13,2022-W10,10537
hospital admissions,LT,2022-03-06,2022-W09,14175
hospital admissions,LT,2022-02-27,2022-W08,16884
hospital admissions,LT,2022-02-20,2022-W07,19404
hospital admissions,LT,2022-02-13,2022-W06,53255
hospital admissions,LT,2022-02-06,2022-W05,79068
hospital admissions,LT,2022-01-30,2022-W04,23120
hospital admissions,LT,2022-01-23,2022-W03,8016
hospital admissions,LT,2022-01-16,2022-W02,7679
hospital admissions,LT,2022-01-09,2022-W01,4396
hospital admissions,LT,2022-01-02,2021-W52,1755
hospital admissions,LT,2021-12-26,2021-W51,1015
hospital admissions,LT,2021-12-19,2021-W50,1064
hospital admissions,LT,2021-12-12,2021-W49,1049
hospital admissions,LT,2021-12-05,2021-W48,1299
hospital admissions,LT,2021-11-28,2021-W47,1806
hospital admissions,LT,2021-11-21,2021-W46,1940
hospital admissions,LT,2021-11-14,2021-W45,3614
hospital admissions,LT,2021-11-07,2021-W44,4828
hospital admissions,LT,2021-10-31,2021-W43,2930
hospital admissions,LT,2021-10-24,2021-W42,2763
hospital admissions,LT,2021-10-17,2021-W41,1999
hospital admissions,LT,2021-10-10,2021-W40,1335
hospital admissions,LT,2021-10-03,2021-W39,978
hospital admissions,LT,2021-09-26,2021-W38,909
hospital admissions,LT,2021-09-19,2021-W37,684
hospital admissions,LT,2021-09-12,2021-W36,609
hospital admissions,LT,2021-09-05,2021-W35,420
hospital admissions,LT,2021-08-29,2021-W34,336
hospital admissions,LT,2021-08-22,2021-W33,294
hospital admissions,LT,2021-08-15,2021-W32,229
hospital admissions,LT,2021-08-08,2021-W31,206
hospital admissions,LT,2021-08-01,2021-W30,165
hospital admissions,LT,2021-07-25,2021-W29,79
hospital admissions,LT,2021-07-18,2021-W28,36
hospital admissions,LT,2021-07-11,2021-W27,30
hospital admissions,LT,2021-07-04,2021-W26,36
hospital admissions,LT,2021-06-27,2021-W25,49
hospital admissions,LT,2021-06-20,2021-W24,75
hospital admissions,LT,2021-06-13,2021-W23,118
hospital admissions,LT,2021-06-06,2021-W22,235
hospital admissions,LT,2021-05-30,2021-W21,239
hospital admissions,LT,2021-05-23,2021-W20,338
hospital admissions,LT,2021-05-16,2021-W19,404
hospital admissions,LT,2021-05-09,2021-W18,468
hospital admissions,LT,2021-05-02,2021-W17,309
hospital admissions,LT,2021-04-25,2021-W16,404
hospital admissions,LT,2021-04-18,2021-W15,423
hospital admissions,LT,2021-04-11,2021-W14,361
hospital admissions,LT,2021-04-04,2021-W13,314
hospital admissions,LT,2021-03-28,2021-W12,311
hospital admissions,LT,2021-03-21,2021-W11,319
hospital admissions,LT,2021-03-14,2021-W10,326
hospital admissions,LT,2021-03-07,2021-W09,315
hospital admissions,LT,2021-02-28,2021-W08,357
hospital admissions,LT,2021-02-21,2021-W07,386
hospital admissions,LT,2021-02-14,2021-W06,427
hospital admissions,LT,2021-02-07,2021-W05,424
hospital admissions,LT,2021-01-31,2021-W04,638
hospital admissions,LT,2021-01-24,2021-W03,713
hospital admissions,LT,2021-01-17,2021-W02,574
hospital admissions,LT,2021-01-10,2021-W01,794
hospital admissions,LT,2021-01-03,2020-W53,1114
hospital admissions,LT,2020-12-27,2020-W52,1184
hospital admissions,LT,2020-12-20,2020-W51,1267
hospital admissions,LT,2020-12-13,2020-W50,1563
hospital admissions,LT,2020-12-06,2020-W49,1401
hospital admissions,LT,2020-11-29,2020-W48,1082
hospital admissions,LT,2020-11-22,2020-W47,1134
hospital admissions,LT,2020-11-15,2020-W46,880
hospital admissions,LT,2020-11-08,2020-W45,578
hospital admissions,LT,2020-11-01,2020-W44,257
hospital admissions,LT,2020-10-25,2020-W43,208
hospital admissions,LT,2020-10-18,2020-W42,123
hospital admissions,LT,2020-10-11,2020-W41,63
hospital admissions,LT,2020-10-04,2020-W40,56
hospital admissions,LT,2020-09-27,2020-W39,63
hospital admissions,LT,2020-09-20,2020-W38,58
hospital admissions,LT,2020-09-13,2020-W37,17
hospital admissions,LT,2020-09-06,2020-W36,12
hospital admissions,LT,2020-08-30,2020-W35,23
hospital admissions,LT,2020-08-23,2020-W34,23
hospital admissions,LT,2020-08-16,2020-W33,14
hospital admissions,LT,2020-08-09,2020-W32,25
hospital admissions,LT,2020-08-02,2020-W31,12
hospital admissions,LT,2020-07-26,2020-W30,20
hospital admissions,LT,2020-07-19,2020-W29,29
hospital admissions,LT,2020-07-12,2020-W28,6
hospital admissions,LT,2020-07-05,2020-W27,4
hospital admissions,LT,2020-06-28,2020-W26,2
hospital admissions,LT,2020-06-21,2020-W25,2
hospital admissions,LU,2023-04-16,2023-W15,1
hospital admissions,LU,2023-04-02,2023-W13,11
hospital admissions,LU,2023-03-26,2023-W12,19
hospital admissions,LU,2023-03-19,2023-W11,15
hospital admissions,LU,2023-03-12,2023-W10,12
hospital admissions,LU,2023-03-05,2023-W09,24
hospital admissions,LU,2023-02-26,2023-W08,21
hospital admissions,LU,2023-02-19,2023-W07,13
hospital admissions,LU,2023-02-12,2023-W06,12
hospital admissions,LU,2023-02-05,2023-W05,17
hospital admissions,LU,2023-01-29,2023-W04,6
hospital admissions,LU,2023-01-22,2023-W03,11
hospital admissions,LU,2023-01-15,2023-W02,13
hospital admissions,LU,2023-01-08,2023-W01,22
hospital admissions,LU,2023-01-01,2022-W52,17
hospital admissions,LU,2022-12-25,2022-W51,28
hospital admissions,LU,2022-12-18,2022-W50,46
hospital admissions,LU,2022-12-11,2022-W49,24
hospital admissions,LU,2022-12-04,2022-W48,20
hospital admissions,LU,2022-11-27,2022-W47,20
hospital admissions,LU,2022-11-20,2022-W46,23
hospital admissions,LU,2022-11-13,2022-W45,24
hospital admissions,LU,2022-11-06,2022-W44,11
hospital admissions,LU,2022-10-30,2022-W43,26
hospital admissions,LU,2022-10-23,2022-W42,34
hospital admissions,LU,2022-10-16,2022-W41,27
hospital admissions,LU,2022-10-09,2022-W40,28
hospital admissions,LU,2022-10-02,2022-W39,26
hospital admissions,LU,2022-09-25,2022-W38,14
hospital admissions,LU,2022-09-18,2022-W37,13
hospital admissions,LU,2022-09-11,2022-W36,5
hospital admissions,LU,2022-09-04,2022-W35,15
