target,location,truth_date,year_week,value,data_source
hospital admissions,IT,2022-10-09,2022-W40,3975,ERVISS
hospital admissions,IT,2022-10-02,2022-W39,3266,ERVISS
hospital admissions,IT,2022-09-25,2022-W38,2124,ERVISS
hospital admissions,IT,2022-09-18,2022-W37,1934,ERVISS
hospital admissions,IT,2022-09-11,2022-W36,1966,ERVISS
hospital admissions,IT,2022-09-04,2022-W35,2209,ERVISS
hospital admissions,IT,2022-08-28,2022-W34,2471,ERVISS
hospital admissions,IT,2022-08-21,2022-W33,2778,ERVISS
hospital admissions,IT,2022-08-14,2022-W32,3288,ERVISS
hospital admissions,IT,2022-08-07,2022-W31,4119,ERVISS
hospital admissions,IT,2022-07-31,2022-W30,5073,ERVISS
hospital admissions,IT,2022-07-24,2022-W29,6205,ERVISS
hospital admissions,IT,2022-07-17,2022-W28,6475,ERVISS
hospital admissions,IT,2022-07-10,2022-W27,6462,ERVISS
hospital admissions,IT,2022-07-03,2022-W26,5586,ERVISS
hospital admissions,IT,2022-06-26,2022-W25,4157,ERVISS
hospital admissions,IT,2022-06-19,2022-W24,3170,ERVISS
hospital admissions,IT,2022-06-12,2022-W23,2351,ERVISS
hospital admissions,IT,2022-06-05,2022-W22,2134,ERVISS
hospital admissions,IT,2022-05-29,2022-W21,2391,ERVISS
hospital admissions,IT,2022-05-22,2022-W20,2883,ERVISS
hospital admissions,IT,2022-05-15,2022-W19,3520,ERVISS
hospital admissions,IT,2022-05-08,2022-W18,3927,ERVISS
hospital admissions,IT,2022-05-01,2022-W17,4445,ERVISS
hospital admissions,IT,2022-04-24,2022-W16,4895,ERVISS
hospital admissions,IT,2022-04-17,2022-W15,5028,ERVISS
hospital admissions,IT,2022-04-10,2022-W14,5242,ERVISS
hospital admissions,IT,2022-04-03,2022-W13,5460,ERVISS
hospital admissions,IT,2022-03-27,2022-W12,5339,ERVISS
hospital admissions,IT,2022-03-20,2022-W11,4976,ERVISS
hospital admissions,IT,2022-03-13,2022-W10,4206,ERVISS
hospital admissions,IT,2022-03-06,2022-W09,4095,ERVISS
hospital admissions,IT,2022-02-27,2022-W08,4426,ERVISS
hospital admissions,IT,2022-02-20,2022-W07,5520,ERVISS
hospital admissions,IT,2022-02-13,2022-W06,6970,ERVISS
hospital admissions,IT,2022-02-06,2022-W05,8652,ERVISS
hospital admissions,IT,2022-01-30,2022-W04,9933,ERVISS
hospital admissions,IT,2022-01-23,2022-W03,11115,ERVISS
hospital admissions,IT,2022-01-16,2022-W02,11225,ERVISS
hospital admissions,IT,2022-01-09,2022-W01,11506,ERVISS
hospital admissions,IT,2022-01-02,2021-W52,8879,ERVISS
hospital admissions,IT,2021-12-26,2021-W51,6159,ERVISS
hospital admissions,IT,2021-12-19,2021-W50,4871,ERVISS
hospital admissions,IT,2021-12-12,2021-W49,4161,ERVISS
hospital admissions,IT,2021-12-05,2021-W48,3527,ERVISS
hospital admissions,IT,2021-11-28,2021-W47,3143,ERVISS
hospital admissions,IT,2021-11-21,2021-W46,2759,ERVISS
hospital admissions,IT,2021-11-14,2021-W45,2306,ERVISS
hospital admissions,IT,2021-11-07,2021-W44,1956,ERVISS
hospital admissions,IT,2021-10-31,2021-W43,1691,ERVISS
hospital admissions,IT,2021-10-24,2021-W42,1417,ERVISS
hospital admissions,IT,2021-10-17,2021-W41,1079,ERVISS
hospital admissions,IT,2021-10-10,2021-W40,1087,ERVISS
hospital admissions,IT,2021-10-03,2021-W39,1283,ERVISS
hospital admissions,IT,2021-09-26,2021-W38,1458,ERVISS
hospital admissions,IT,2021-09-19,2021-W37,1832,ERVISS
hospital admissions,IT,2021-09-12,2021-W36,2148,ERVISS
hospital admissions,IT,2021-09-05,2021-W35,2328,ERVISS
hospital admissions,IT,2021-08-29,2021-W34,2603,ERVISS
hospital admissions,IT,2021-08-22,2021-W33,2511,ERVISS
hospital admissions,IT,2021-08-15,2021-W32,2322,ERVISS
hospital admissions,IT,2021-08-08,2021-W31,2005,ERVISS
hospital admissions,IT,2021-08-01,2021-W30,1590,ERVISS
hospital admissions,IT,2021-07-25,2021-W29,1288,ERVISS
hospital admissions,IT,2021-07-18,2021-W28,756,ERVISS
hospital admissions,IT,2021-07-11,2021-W27,546,ERVISS
hospital admissions,IT,2021-07-04,2021-W26,475,ERVISS
hospital admissions,IT,2021-06-27,2021-W25,532,ERVISS
hospital admissions,IT,2021-06-20,2021-W24,676,ERVISS
hospital admissions,IT,2021-06-13,2021-W23,1004,ERVISS
hospital admissions,IT,2021-06-06,2021-W22,1325,ERVISS
hospital admissions,IT,2021-05-30,2021-W21,1749,ERVISS
hospital admissions,IT,2021-05-23,2021-W20,2478,ERVISS
hospital admissions,IT,2021-05-16,2021-W19,3564,ERVISS
hospital admissions,IT,2021-05-09,2021-W18,4859,ERVISS
hospital admissions,IT,2021-05-02,2021-W17,6045,ERVISS
hospital admissions,IT,2021-04-25,2021-W16,7111,ERVISS
hospital admissions,IT,2021-04-18,2021-W15,7868,ERVISS
hospital admissions,IT,2021-04-11,2021-W14,9600,ERVISS
hospital admissions,IT,2021-04-04,2021-W13,11787,ERVISS
hospital admissions,IT,2021-03-28,2021-W12,12442,ERVISS
hospital admissions,IT,2021-03-21,2021-W11,13198,ERVISS
hospital admissions,IT,2021-03-14,2021-W10,12646,ERVISS
hospital admissions,IT,2021-03-07,2021-W09,10960,ERVISS
hospital admissions,IT,2021-02-28,2021-W08,8842,ERVISS
hospital admissions,IT,2021-02-21,2021-W07,6971,ERVISS
hospital admissions,IT,2021-02-14,2021-W06,6519,ERVISS
hospital admissions,IT,2021-02-07,2021-W05,6745,ERVISS
hospital admissions,IT,2021-01-31,2021-W04,6840,ERVISS
hospital admissions,IT,2021-01-24,2021-W03,7405,ERVISS
hospital admissions,IT,2021-01-17,2021-W02,8615,ERVISS
hospital admissions,IT,2021-01-10,2021-W01,9445,ERVISS
hospital admissions,IT,2021-01-03,2020-W53,9308,ERVISS
hospital admissions,IT,2020-12-27,2020-W52,8410,ERVISS
hospital admissions,IT,2020-12-20,2020-W51,8725,ERVISS
hospital admissions,IT,2020-12-13,2020-W50,9335,ERVISS
hospital admissions,IT,2020-12-06,2020-W49,10690,ERVISS
hospital admissions,IT,2020-11-29,2020-W48,12405,ERVISS
hospital admissions,IT,2020-11-22,2020-W47,15261,ERVISS
hospital admissions,IT,2020-11-15,2020-W46,17148,ERVISS
hospital admissions,IT,2020-11-08,2020-W45,17413,ERVISS
hospital admissions,IT,2020-11-01,2020-W44,14437,ERVISS
hospital admissions,IT,2020-10-25,2020-W43,10727,ERVISS
hospital admissions,IT,2020-10-18,2020-W42,6551,ERVISS
hospital admissions,IT,2020-10-11,2020-W41,3770,ERVISS
hospital admissions,IT,2020-10-04,2020-W40,2300,ERVISS
hospital admissions,IT,2020-09-27,2020-W39,1785,ERVISS
hospital admissions,IT,2020-09-20,2020-W38,1595,ERVISS
hospital admissions,IT,2020-09-13,2020-W37,1408,ERVISS
hospital admissions,IT,2020-09-06,2020-W36,1170,ERVISS
hospital admissions,IT,2020-08-30,2020-W35,1001,ERVISS
hospital admissions,IT,2020-08-23,2020-W34,816,ERVISS
hospital admissions,IT,2020-08-16,2020-W33,617,ERVISS
hospital admissions,IT,2020-08-09,2020-W32,588,ERVISS
hospital admissions,IT,2020-08-02,2020-W31,541,ERVISS
hospital admissions,IT,2020-07-26,2020-W30,563,ERVISS
hospital admissions,IT,2020-07-19,2020-W29,529,ERVISS
hospital admissions,IT,2020-07-12,2020-W28,519,ERVISS
hospital admissions,IT,2020-07-05,2020-W27,561,ERVISS
hospital admissions,IT,2020-06-28,2020-W26,593,ERVISS
hospital admissions,IT,2020-06-21,2020-W25,583,ERVISS
hospital admissions,LV,2025-03-30,2025-W13,31,ERVISS
hospital admissions,LV,2025-03-23,2025-W12,29,ERVISS
hospital admissions,LV,2025-03-16,2025-W11,27,ERVISS
hospital admissions,LV,2025-03-09,2025-W10,45,ERVISS
hospital admissions,LV,2025-03-02,2025-W09,20,ERVISS
hospital admissions,LV,2025-02-23,2025-W08,27,ERVISS
hospital admissions,LV,2025-02-16,2025-W07,27,ERVISS
hospital admissions,LV,2025-02-09,2025-W06,26,ERVISS
hospital admissions,LV,2025-02-02,2025-W05,38,ERVISS
hospital admissions,LV,2025-01-26,2025-W04,39,ERVISS
hospital admissions,LV,2025-01-19,2025-W03,26,ERVISS
hospital admissions,LV,2025-01-12,2025-W02,42,ERVISS
hospital admissions,LV,2025-01-05,2025-W01,34,ERVISS
hospital admissions,LV,2024-12-29,2024-W52,53,ERVISS
hospital admissions,LV,2024-12-22,2024-W51,56,ERVISS
hospital admissions,LV,2024-12-15,2024-W50,40,ERVISS
hospital admissions,LV,2024-12-08,2024-W49,40,ERVISS
hospital admissions,LV,2024-12-01,2024-W48,37,ERVISS
hospital admissions,LV,2024-11-24,2024-W47,34,ERVISS
hospital admissions,LV,2024-11-17,2024-W46,54,ERVISS
hospital admissions,LV,2024-11-10,2024-W45,45,ERVISS
hospital admissions,LV,2024-11-03,2024-W44,63,ERVISS
hospital admissions,LV,2024-10-27,2024-W43,84,ERVISS
hospital admissions,LV,2024-10-20,2024-W42,77,ERVISS
hospital admissions,LV,2024-10-13,2024-W41,64,ERVISS
hospital admissions,LV,2024-10-06,2024-W40,81,ERVISS
hospital admissions,LV,2024-04-14,2024-W15,9,ERVISS
hospital admissions,LV,2024-04-07,2024-W14,18,ERVISS
hospital admissions,LV,2024-03-31,2024-W13,20,ERVISS
hospital admissions,LV,2024-03-24,2024-W12,17,ERVISS
hospital admissions,LV,2023-11-26,2023-W47,272,ERVISS
hospital admissions,LV,2023-11-19,2023-W46,226,ERVISS
hospital admissions,LV,2023-11-12,2023-W45,217,ERVISS
hospital admissions,LV,2023-11-05,2023-W44,213,ERVISS
hospital admissions,LV,2023-10-29,2023-W43,154,ERVISS
hospital admissions,LV,2023-10-22,2023-W42,87,ERVISS
hospital admissions,LV,2023-10-15,2023-W41,42,ERVISS
hospital admissions,LV,2023-10-08,2023-W40,34,ERVISS
hospital admissions,LV,2023-10-01,2023-W39,53,ERVISS
hospital admissions,LV,2023-09-24,2023-W38,57,ERVISS
hospital admissions,LV,2023-09-17,2023-W37,51,ERVISS
hospital admissions,LV,2023-09-10,2023-W36,41,ERVISS
hospital admissions,LV,2023-09-03,2023-W35,37,ERVISS
hospital admissions,LV,2023-08-27,2023-W34,22,ERVISS
hospital admissions,LV,2023-08-20,2023-W33,17,ERVISS
hospital admissions,LV,2023-08-13,2023-W32,14,ERVISS
hospital admissions,LV,2023-08-06,2023-W31,9,ERVISS
hospital admissions,LV,2023-07-30,2023-W30,24,ERVISS
hospital admissions,LV,2023-07-23,2023-W29,21,ERVISS
hospital admissions,LV,2023-07-16,2023-W28,14,ERVISS
hospital admissions,LV,2023-07-09,2023-W27,14,ERVISS
hospital admissions,LV,2023-07-02,2023-W26,16,ERVISS
hospital admissions,LV,2023-06-25,2023-W25,28,ERVISS
hospital admissions,LV,2023-06-18,2023-W24,32,ERVISS
hospital admissions,LV,2023-06-11,2023-W23,76,ERVISS
hospital admissions,LV,2023-06-04,2023-W22,77,ERVISS
hospital admissions,LV,2023-05-28,2023-W21,81,ERVISS
hospital admissions,LV,2023-05-21,2023-W20,64,ERVISS
hospital admissions,LV,2023-05-14,2023-W19,83,ERVISS
hospital admissions,LV,2023-05-07,2023-W18,110,ERVISS
hospital admissions,LV,2023-04-30,2023-W17,94,ERVISS
hospital admissions,LV,2023-04-23,2023-W16,132,ERVISS
hospital admissions,LV,2023-04-16,2023-W15,231,ERVISS
hospital admissions,LV,2023-04-09,2023-W14,155,ERVISS
hospital admissions,LV,2023-04-02,2023-W13,225,ERVISS
hospital admissions,LV,2023-03-26,2023-W12,144,ERVISS
hospital admissions,LV,2023-03-19,2023-W11,189,ERVISS
hospital admissions,LV,2023-03-12,2023-W10,149,ERVISS
hospital admissions,LV,2023-03-05,2023-W09,134,ERVISS
hospital admissions,LV,2023-02-26,2023-W08,115,ERVISS
hospital admissions,LV,2023-02-19,2023-W07,134,ERVISS
hospital admissions,LV,2023-02-12,2023-W06,128,ERVISS
hospital admissions,LV,2023-02-05,2023-W05,120,ERVISS
hospital admissions,LV,2023-01-29,2023-W04,145,ERVISS
hospital admissions,LV,2023-01-22,2023-W03,125,ERVISS
hospital admissions,LV,2023-01-15,2023-W02,165,ERVISS
hospital admissions,LV,2023-01-08,2023-W01,213,ERVISS
hospital admissions,LV,2023-01-01,2022-W52,319,ERVISS
hospital admissions,LV,2022-12-25,2022-W51,347,ERVISS
hospital admissions,LV,2022-12-18,2022-W50,383,ERVISS
hospital admissions,LV,2022-12-11,2022-W49,390,ERVISS
hospital admissions,LV,2022-12-04,2022-W48,273,ERVISS
hospital admissions,LV,2022-11-27,2022-W47,196,ERVISS
hospital admissions,LV,2022-11-20,2022-W46,144,ERVISS
hospital admissions,LV,2022-11-13,2022-W45,156,ERVISS
hospital admissions,LV,2022-11-06,2022-W44,158,ERVISS
hospital admissions,LV,2022-10-30,2022-W43,232,ERVISS
hospital admissions,LV,2022-10-23,2022-W42,200,ERVISS
hospital admissions,LV,2022-10-16,2022-W41,308,ERVISS
hospital admissions,LV,2022-10-09,2022-W40,388,ERVISS
hospital admissions,LV,2022-10-02,2022-W39,372,ERVISS
hospital admissions,LV,2022-09-25,2022-W38,407,ERVISS
hospital admissions,LV,2022-09-18,2022-W37,306,ERVISS
hospital admissions,LV,2022-09-11,2022-W36,238,ERVISS
hospital admissions,LV,2022-09-04,2022-W35,186,ERVISS
hospital admissions,LV,2022-08-28,2022-W34,203,ERVISS
hospital admissions,LV,2022-08-21,2022-W33,230,ERVISS
hospital admissions,LV,2022-08-14,2022-W32,299,ERVISS
hospital admissions,LV,2022-08-07,2022-W31,203,ERVISS
hospital admissions,LV,2022-07-31,2022-W30,174,ERVISS
hospital admissions,LV,2022-07-24,2022-W29,209,ERVISS
hospital admissions,LV,2022-07-17,2022-W28,151,ERVISS
hospital admissions,LV,2022-07-10,2022-W27,138,ERVISS
hospital admissions,LV,2022-07-03,2022-W26,145,ERVISS
hospital admissions,LV,2022-06-26,2022-W25,91,ERVISS
hospital admissions,LV,2022-06-19,2022-W24,99,ERVISS
hospital admissions,LV,2022-06-12,2022-W23,94,ERVISS
hospital admissions,LV,2022-06-05,2022-W22,63,ERVISS
hospital admissions,LV,2022-05-29,2022-W21,111,ERVISS
hospital admissions,LV,2022-05-22,2022-W20,125,ERVISS
hospital admissions,LV,2022-05-15,2022-W19,128,ERVISS
hospital admissions,LV,2022-05-08,2022-W18,166,ERVISS
hospital admissions,LV,2022-05-01,2022-W17,196,ERVISS
hospital admissions,LV,2022-04-24,2022-W16,241,ERVISS
hospital admissions,LV,2022-04-17,2022-W15,333,ERVISS
hospital admissions,LV,2022-04-10,2022-W14,457,ERVISS
hospital admissions,LV,2022-04-03,2022-W13,656,ERVISS
hospital admissions,LV,2022-03-27,2022-W12,854,ERVISS
hospital admissions,LV,2022-03-20,2022-W11,817,ERVISS
hospital admissions,LV,2022-03-13,2022-W10,963,ERVISS
hospital admissions,LV,2022-03-06,2022-W09,1003,ERVISS
hospital admissions,LV,2022-02-27,2022-W08,1077,ERVISS
hospital admissions,LV,2022-02-20,2022-W07,1083,ERVISS
hospital admissions,LV,2022-02-13,2022-W06,1046,ERVISS
hospital admissions,LV,2022-02-06,2022-W05,888,ERVISS
hospital admissions,LV,2022-01-30,2022-W04,791,ERVISS
hospital admissions,LV,2022-01-23,2022-W03,580,ERVISS
hospital admissions,LV,2022-01-16,2022-W02,468,ERVISS
hospital admissions,LV,2022-01-09,2022-W01,458,ERVISS
hospital admissions,LV,2022-01-02,2021-W52,367,ERVISS
hospital admissions,LV,2021-12-26,2021-W51,347,ERVISS
hospital admissions,LV,2021-12-19,2021-W50,379,ERVISS
hospital admissions,LV,2021-12-12,2021-W49,308,ERVISS
hospital admissions,LV,2021-12-05,2021-W48,443,ERVISS
hospital admissions,LV,2021-11-28,2021-W47,535,ERVISS
hospital admissions,LV,2021-11-21,2021-W46,609,ERVISS
hospital admissions,LV,2021-11-14,2021-W45,810,ERVISS
hospital admissions,LV,2021-11-07,2021-W44,1167,ERVISS
hospital admissions,LV,2021-10-31,2021-W43,1186,ERVISS
hospital admissions,LV,2021-10-24,2021-W42,1207,ERVISS
hospital admissions,LV,2021-10-17,2021-W41,976,ERVISS
hospital admissions,LV,2021-10-10,2021-W40,676,ERVISS
hospital admissions,LV,2021-10-03,2021-W39,468,ERVISS
hospital admissions,LV,2021-09-26,2021-W38,343,ERVISS
hospital admissions,LV,2021-09-19,2021-W37,288,ERVISS
hospital admissions,LV,2021-09-12,2021-W36,219,ERVISS
hospital admissions,LV,2021-09-05,2021-W35,142,ERVISS
hospital admissions,LV,2021-08-29,2021-W34,140,ERVISS
hospital admissions,LV,2021-08-22,2021-W33,44,ERVISS
hospital admissions,LV,2021-08-15,2021-W32,47,ERVISS
hospital admissions,LV,2021-08-08,2021-W31,45,ERVISS
hospital admissions,LV,2021-08-01,2021-W30,34,ERVISS
hospital admissions,LV,2021-07-25,2021-W29,25,ERVISS
hospital admissions,LV,2021-07-18,2021-W28,41,ERVISS
hospital admissions,LV,2021-07-11,2021-W27,48,ERVISS
hospital admissions,LV,2021-07-04,2021-W26,49,ERVISS
hospital admissions,LV,2021-06-27,2021-W25,89,ERVISS
hospital admissions,LV,2021-06-20,2021-W24,133,ERVISS
hospital admissions,LV,2021-06-13,2021-W23,184,ERVISS
hospital admissions,LV,2021-06-06,2021-W22,208,ERVISS
hospital admissions,LV,2021-05-30,2021-W21,269,ERVISS
hospital admissions,LV,2021-05-23,2021-W20,361,ERVISS
hospital admissions,LV,2021-05-16,2021-W19,460,ERVISS
hospital admissions,LV,2021-05-09,2021-W18,459,ERVISS
hospital admissions,LV,2021-05-02,2021-W17,461,ERVISS
hospital admissions,LV,2021-04-25,2021-W16,484,ERVISS
hospital admissions,LV,2021-04-18,2021-W15,436,ERVISS
hospital admissions,LV,2021-04-11,2021-W14,430,ERVISS
hospital admissions,LV,2021-04-04,2021-W13,431,ERVISS
hospital admissions,LV,2021-03-28,2021-W12,521,ERVISS
hospital admissions,LV,2021-03-21,2021-W11,419,ERVISS
hospital admissions,LV,2021-03-14,2021-W10,375,ERVISS
hospital admissions,LV,2021-03-07,2021-W09,519,ERVISS
hospital admissions,LV,2021-02-28,2021-W08,489,ERVISS
hospital admissions,LV,2021-02-21,2021-W07,497,ERVISS
hospital admissions,LV,2021-02-14,2021-W06,571,ERVISS
hospital admissions,LV,2021-02-07,2021-W05,644,ERVISS
hospital admissions,LV,2021-01-31,2021-W04,708,ERVISS
hospital admissions,LV,2021-01-24,2021-W03,748,ERVISS
hospital admissions,LV,2021-01-17,2021-W02,809,ERVISS
hospital admissions,LV,2021-01-10,2021-W01,938,ERVISS
hospital admissions,LV,2021-01-03,2020-W53,842,ERVISS
hospital admissions,LV,2020-12-27,2020-W52,801,ERVISS
hospital admissions,LV,2020-12-20,2020-W51,753,ERVISS
hospital admissions,LV,2020-12-13,2020-W50,650,ERVISS
hospital admissions,LV,2020-12-06,2020-W49,510,ERVISS
hospital admissions,LV,2020-11-29,2020-W48,483,ERVISS
hospital admissions,LV,2020-11-22,2020-W47,328,ERVISS
hospital admissions,LV,2020-11-15,2020-W46,281,ERVISS
hospital admissions,LV,2020-11-08,2020-W45,217,ERVISS
hospital admissions,LV,2020-11-01,2020-W44,196,ERVISS
hospital admissions,LV,2020-10-25,2020-W43,124,ERVISS
hospital admissions,LV,2020-10-18,2020-W42,52,ERVISS
hospital admissions,LV,2020-10-11,2020-W41,49,ERVISS
hospital admissions,LV,2020-10-04,2020-W40,26,ERVISS
hospital admissions,LV,2020-09-27,2020-W39,6,ERVISS
hospital admissions,LV,2020-09-20,2020-W38,7,ERVISS
hospital admissions,LV,2020-09-13,2020-W37,6,ERVISS
hospital admissions,LV,2020-09-06,2020-W36,5,ERVISS
hospital admissions,LV,2020-08-30,2020-W35,4,ERVISS
hospital admissions,LV,2020-08-23,2020-W34,5,ERVISS
hospital admissions,LV,2020-08-16,2020-W33,2,ERVISS
hospital admissions,LV,2020-08-09,2020-W32,5,ERVISS
hospital admissions,LV,2020-08-02,2020-W31,2,ERVISS
hospital admissions,LV,2020-07-26,2020-W30,1,ERVISS
hospital admissions,LV,2020-07-19,2020-W29,1,ERVISS
hospital admissions,LV,2020-07-12,2020-W28,1,ERVISS
hospital admissions,LV,2020-07-05,2020-W27,1,ERVISS
hospital admissions,LV,2020-06-28,2020-W26,2,ERVISS
hospital admissions,LV,2020-06-21,2020-W25,4,ERVISS
hospital admissions,LI,2023-02-12,2023-W06,0,ERVISS
hospital admissions,LI,2023-02-05,2023-W05,0,ERVISS
hospital admissions,LI,2023-01-29,2023-W04,0,ERVISS
hospital admissions,LI,2023-01-22,2023-W03,0,ERVISS
hospital admissions,LI,2023-01-15,2023-W02,0,ERVISS
hospital admissions,LI,2023-01-08,2023-W01,0,ERVISS
hospital admissions,LI,2023-01-01,2022-W52,1,ERVISS
hospital admissions,LI,2022-12-25,2022-W51,4,ERVISS
hospital admissions,LI,2022-12-18,2022-W50,2,ERVISS
hospital admissions,LI,2022-12-11,2022-W49,0,ERVISS
hospital admissions,LI,2022-12-04,2022-W48,0,ERVISS
hospital admissions,LI,2022-11-27,2022-W47,1,ERVISS
hospital admissions,LI,2022-11-20,2022-W46,1,ERVISS
hospital admissions,LI,2022-11-13,2022-W45,0,ERVISS
hospital admissions,LI,2022-11-06,2022-W44,1,ERVISS
hospital admissions,LI,2022-10-30,2022-W43,1,ERVISS
hospital admissions,LI,2022-10-23,2022-W42,2,ERVISS
hospital admissions,LI,2022-10-16,2022-W41,2,ERVISS
hospital admissions,LI,2022-10-09,2022-W40,0,ERVISS
hospital admissions,LI,2022-10-02,2022-W39,4,ERVISS
hospital admissions,LI,2022-09-25,2022-W38,0,ERVISS
hospital admissions,LI,2022-09-18,2022-W37,0,ERVISS
hospital admissions,LI,2022-09-11,2022-W36,2,ERVISS
hospital admissions,LI,2022-09-04,2022-W35,2,ERVISS
hospital admissions,LI,2022-08-28,2022-W34,1,ERVISS
hospital admissions,LI,2022-08-21,2022-W33,1,ERVISS
hospital admissions,LI,2022-08-14,2022-W32,0,ERVISS
hospital admissions,LI,2022-08-07,2022-W31,0,ERVISS
hospital admissions,LI,2022-07-31,2022-W30,2,ERVISS
hospital admissions,LI,2022-07-24,2022-W29,1,ERVISS
hospital admissions,LI,2022-07-17,2022-W28,0,ERVISS
hospital admissions,LI,2022-07-10,2022-W27,2,ERVISS
hospital admissions,LI,2022-07-03,2022-W26,2,ERVISS
hospital admissions,LI,2022-06-26,2022-W25,1,ERVISS
hospital admissions,LI,2022-06-19,2022-W24,2,ERVISS
hospital admissions,LI,2022-06-12,2022-W23,2,ERVISS
hospital admissions,LI,2022-06-05,2022-W22,1,ERVISS
hospital admissions,LT,2025-03-30,2025-W13,22,ERVISS
hospital admissions,LT,2025-03-23,2025-W12,11,ERVISS
hospital admissions,LT,2025-03-16,2025-W11,15,ERVISS
hospital admissions,LT,2025-03-09,2025-W10,11,ERVISS
hospital admissions,LT,2025-03-02,2025-W09,18,ERVISS
hospital admissions,LT,2025-02-23,2025-W08,16,ERVISS
hospital admissions,LT,2025-02-16,2025-W07,13,ERVISS
hospital admissions,LT,2025-02-09,2025-W06,15,ERVISS
hospital admissions,LT,2025-02-02,2025-W05,8,ERVISS
hospital admissions,LT,2025-01-26,2025-W04,16,ERVISS
hospital admissions,LT,2025-01-19,2025-W03,42,ERVISS
hospital admissions,LT,2025-01-12,2025-W02,50,ERVISS
hospital admissions,LT,2025-01-05,2025-W01,42,ERVISS
hospital admissions,LT,2024-12-29,2024-W52,54,ERVISS
hospital admissions,LT,2024-12-22,2024-W51,49,ERVISS
hospital admissions,LT,2024-12-15,2024-W50,62,ERVISS
hospital admissions,LT,2024-12-08,2024-W49,41,ERVISS
hospital admissions,LT,2024-12-01,2024-W48,30,ERVISS
hospital admissions,LT,2024-11-24,2024-W47,62,ERVISS
hospital admissions,LT,2024-11-17,2024-W46,73,ERVISS
hospital admissions,LT,2024-11-10,2024-W45,72,ERVISS
hospital admissions,LT,2024-11-03,2024-W44,50,ERVISS
hospital admissions,LT,2024-10-27,2024-W43,84,ERVISS
hospital admissions,LT,2024-10-20,2024-W42,86,ERVISS
hospital admissions,LT,2024-10-13,2024-W41,85,ERVISS
hospital admissions,LT,2024-10-06,2024-W40,90,ERVISS
hospital admissions,LT,2024-05-19,2024-W20,15,ERVISS
hospital admissions,LT,2024-05-12,2024-W19,14,ERVISS
hospital admissions,LT,2024-05-05,2024-W18,15,ERVISS
hospital admissions,LT,2024-04-28,2024-W17,18,ERVISS
hospital admissions,LT,2024-04-21,2024-W16,20,ERVISS
hospital admissions,LT,2024-04-14,2024-W15,22,ERVISS
hospital admissions,LT,2024-04-07,2024-W14,19,ERVISS
hospital admissions,LT,2024-03-31,2024-W13,22,ERVISS
hospital admissions,LT,2024-03-24,2024-W12,28,ERVISS
hospital admissions,LT,2024-03-17,2024-W11,28,ERVISS
hospital admissions,LT,2024-03-10,2024-W10,31,ERVISS
hospital admissions,LT,2024-03-03,2024-W09,27,ERVISS
hospital admissions,LT,2024-02-25,2024-W08,30,ERVISS
hospital admissions,LT,2024-02-18,2024-W07,43,ERVISS
hospital admissions,LT,2024-02-11,2024-W06,51,ERVISS
hospital admissions,LT,2024-02-04,2024-W05,48,ERVISS
hospital admissions,LT,2024-01-28,2024-W04,92,ERVISS
hospital admissions,LT,2024-01-21,2024-W03,68,ERVISS
hospital admissions,LT,2023-12-10,2023-W49,0,ERVISS
hospital admissions,LT,2023-12-03,2023-W48,146,ERVISS
hospital admissions,LT,2023-11-26,2023-W47,123,ERVISS
hospital admissions,LT,2023-11-19,2023-W46,118,ERVISS
hospital admissions,LT,2023-11-12,2023-W45,120,ERVISS
hospital admissions,LT,2023-11-05,2023-W44,100,ERVISS
hospital admissions,LT,2023-10-29,2023-W43,74,ERVISS
hospital admissions,LT,2023-10-22,2023-W42,46,ERVISS
hospital admissions,LT,2023-10-15,2023-W41,47,ERVISS
hospital admissions,LT,2023-10-08,2023-W40,49,ERVISS
hospital admissions,LT,2023-10-01,2023-W39,45,ERVISS
hospital admissions,LT,2023-09-24,2023-W38,38,ERVISS
hospital admissions,LT,2023-09-17,2023-W37,35,ERVISS
hospital admissions,LT,2023-09-10,2023-W36,36,ERVISS
hospital admissions,LT,2023-09-03,2023-W35,35,ERVISS
hospital admissions,LT,2023-08-27,2023-W34,20,ERVISS
hospital admissions,LT,2023-08-20,2023-W33,16,ERVISS
hospital admissions,LT,2023-08-13,2023-W32,17,ERVISS
hospital admissions,LT,2023-08-06,2023-W31,13,ERVISS
hospital admissions,LT,2023-07-30,2023-W30,14,ERVISS
hospital admissions,LT,2023-07-23,2023-W29,14,ERVISS
hospital admissions,LT,2023-07-16,2023-W28,15,ERVISS
hospital admissions,LT,2023-07-09,2023-W27,22,ERVISS
hospital admissions,LT,2023-07-02,2023-W26,235,ERVISS
hospital admissions,LT,2023-06-25,2023-W25,310,ERVISS
hospital admissions,LT,2023-06-18,2023-W24,351,ERVISS
hospital admissions,LT,2023-06-11,2023-W23,313,ERVISS
hospital admissions,LT,2023-06-04,2023-W22,372,ERVISS
hospital admissions,LT,2023-05-28,2023-W21,435,ERVISS
hospital admissions,LT,2023-05-21,2023-W20,186,ERVISS
hospital admissions,LT,2023-05-14,2023-W19,441,ERVISS
hospital admissions,LT,2023-05-07,2023-W18,507,ERVISS
hospital admissions,LT,2023-04-30,2023-W17,514,ERVISS
hospital admissions,LT,2023-04-23,2023-W16,661,ERVISS
hospital admissions,LT,2023-04-16,2023-W15,667,ERVISS
